timestamp,segment,mode,tracking_mode,sample_rate,eyes_tracked,left_gaze_x,left_gaze_y,left_pupil,right_gaze_x,right_gaze_y,right_pupil,status,left_raw_px,left_raw_py,left_raw_pa,left_raw_width,left_raw_height,left_raw_crx,left_raw_cry,left_raw_crarea,left_raw_cr2x,left_raw_cr2y,left_raw_cr2area,right_raw_px,right_raw_py,right_raw_pa,right_raw_width,right_raw_height,right_raw_crx,right_raw_cry,right_raw_crarea,right_raw_cr2x,right_raw_cr2y,right_raw_cr2area,left_href_x,left_href_y,right_href_x,right_href_y,cal_target_index
860823,1,RECORD,CR,500,L,623.3,672.6,1175.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860825,1,RECORD,CR,500,L,624.6,673.5,1173.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860827,1,RECORD,CR,500,L,624.5,673.4,1171.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860829,1,RECORD,CR,500,L,624.2,672.8,1171.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860831,1,RECORD,CR,500,L,624.2,672.3,1174.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860833,1,RECORD,CR,500,L,624.1,672.4,1174.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860835,1,RECORD,CR,500,L,624.2,672.6,1173.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860837,1,RECORD,CR,500,L,624.9,672.7,1171.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860839,1,RECORD,CR,500,L,625.3,672.9,1170.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860841,1,RECORD,CR,500,L,625.5,673.7,1170.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860843,1,RECORD,CR,500,L,626.2,674.7,1172.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
